Car_id,Date,Customer Name,Gender,Annual Income,Company,Color,Price ($),Body Style
C_CND_011489,2/22/2023,Valerie,Male,2975000,Lexus,Pale White,54501,Sedan
C_CND_011490,2/22/2023,Vanessa,Male,13500,Chevrolet,Red,21001,Hatchback
C_CND_011491,2/22/2023,Veronica,Male,585000,BMW,Black,69001,Sedan
C_CND_011492,2/22/2023,Isabel,Male,620000,Dodge,Pale White,16000,Hardtop
C_CND_011493,2/22/2023,Audrey,Female,3620000,Dodge,Black,26001,SUV
C_CND_011494,2/22/2023,Ava,Male,1410000,BMW,Black,18001,Sedan
C_CND_011495,2/22/2023,Ayesha,Male,515000,Oldsmobile,Red,19001,Hatchback
C_CND_011496,2/22/2023,Bella,Male,2310000,Nissan,Pale White,22001,Sedan
C_CND_011497,2/22/2023,Phoebe,Female,750000,Chevrolet,Red,82000,Hardtop
C_CND_011498,2/22/2023,Gaetan,Male,605000,Chevrolet,Pale White,19001,Passenger
C_CND_011499,2/22/2023,Jenny,Female,870000,Honda,Pale White,27001,Hardtop
C_CND_011500,2/22/2023,Aurelien,Female,540000,Pontiac,Black,18001,Sedan
C_CND_011501,2/23/2023,Malik,Male,1180000,Mitsubishi,Pale White,21001,Hatchback
C_CND_011502,2/23/2023,Edward,Male,807000,Mercury,Black,33000,Hatchback
C_CND_011503,2/23/2023,Violet,Female,13500,Ford,Pale White,22001,Hatchback
C_CND_011504,2/23/2023,Valentin,Male,13500,Dodge,Pale White,45001,Hardtop
C_CND_011505,2/23/2023,Arthur,Male,1100000,Dodge,Black,19001,SUV
C_CND_011506,2/25/2023,Mamadou,Male,1340000,Toyota,Black,25001,Sedan
C_CND_011507,2/25/2023,Edwin,Male,426000,Chevrolet,Black,42000,Passenger
C_CND_011508,2/25/2023,Viviana,Male,452000,Chevrolet,Pale White,12001,Passenger
C_CND_011509,2/25/2023,Emilie,Male,3000000,Dodge,Pale White,21001,Hardtop
C_CND_011510,2/25/2023,Raphael,Female,440000,Jeep,Black,60001,Hatchback
C_CND_011511,2/27/2023,Marc,Female,822000,Mercedes-B,Black,85000,SUV
C_CND_011512,2/27/2023,Marcus,Male,1410000,Mitsubishi,Pale White,21000,Sedan
C_CND_011513,2/27/2023,Marquis,Male,1550000,Volkswagen,Red,25000,SUV
C_CND_011514,2/27/2023,Chavy,Female,785500,Toyota,Red,82500,Hardtop
C_CND_011515,2/27/2023,Elijah,Male,540000,Audi,Pale White,13000,SUV
C_CND_011516,2/27/2023,Elvis,Female,13500,Cadillac,Black,85000,Passenger
C_CND_011517,2/27/2023,Wendy,Male,1625000,Acura,Black,45501,Passenger
C_CND_011518,2/27/2023,Madelyn,Male,1370000,Plymouth,Pale White,22000,Hardtop
C_CND_011519,2/27/2023,Yamilet,Male,13500,Dodge,Black,11001,Sedan
C_CND_011520,2/27/2023,Catherine,Male,2315000,Chrysler,Red,16501,SUV
C_CND_011521,2/27/2023,Cecilia,Male,800000,Volvo,Black,49001,Hatchback
C_CND_011522,2/27/2023,Kanal,Male,2900000,Dodge,Red,24001,Hardtop
C_CND_011523,2/27/2023,Esteban,Female,640000,Buick,Pale White,46001,Passenger
C_CND_011524,2/27/2023,Dorian,Male,1340000,Oldsmobile,Black,60001,Sedan
C_CND_011525,2/27/2023,Johan,Female,1440000,Ford,Pale White,18001,Hatchback
C_CND_011526,2/28/2023,Mason,Male,740000,Nissan,Red,21000,Hatchback
C_CND_011527,2/28/2023,Matthew,Male,947000,Ford,Pale White,62000,Sedan
C_CND_011528,2/28/2023,Eric,Male,960000,Pontiac,Red,43000,Sedan
C_CND_011529,2/28/2023,Ethan,Male,1116500,Buick,Red,43650,Passenger
C_CND_011530,2/28/2023,Madison,Male,1680000,Volkswagen,Red,25000,Hardtop
C_CND_011531,2/28/2023,Zoe,Male,1800000,Chevrolet,Pale White,14001,SUV
C_CND_011532,2/28/2023,Chloe,Male,13500,Cadillac,Red,31001,Passenger
C_CND_011533,2/28/2023,Christina,Male,1950000,Saturn,Red,49001,Hatchback
C_CND_011534,2/28/2023,Scotty,Female,606000,Saturn,Red,20001,SUV
C_CND_011535,2/28/2023,Coline,Female,415000,Chevrolet,Pale White,25001,SUV
C_CND_011536,3/1/2023,Maurice,Male,592500,Mitsubishi,Pale White,36500,Passenger
C_CND_011537,3/1/2023,Mekhi,Male,1317000,Ford,Pale White,20700,Passenger
C_CND_011538,3/1/2023,Messiah,Male,370000,Nissan,Black,53000,Hatchback
C_CND_011539,3/1/2023,Micah,Male,765000,Chevrolet,Pale White,25000,Hatchback
C_CND_011540,3/1/2023,Michael,Female,410000,Acura,Red,31000,SUV
C_CND_011541,3/1/2023,Evan,Male,13500,Audi,Black,25000,SUV
C_CND_011542,3/1/2023,Riley,Male,560000,Ford,Black,61000,Hardtop
C_CND_011543,3/1/2023,Felix,Male,610000,Acura,Black,24000,SUV
C_CND_011544,3/1/2023,Shulem,Female,13500,Subaru,Red,26000,Hardtop
C_CND_011545,3/1/2023,Gavin,Male,585000,Buick,Black,19000,Passenger
C_CND_011546,3/1/2023,Zoey,Male,1820000,Ford,Black,43001,SUV
C_CND_011547,3/1/2023,Mia,Female,1500000,Volkswagen,Pale White,18000,Hardtop
C_CND_011548,3/1/2023,Addison,Male,291000,Honda,Pale White,22001,SUV
C_CND_011549,3/1/2023,Mikayla,Male,13500,Chevrolet,Black,25000,Hardtop
C_CND_011550,3/1/2023,Adeline,Female,3000000,Volkswagen,Pale White,27001,Hatchback
C_CND_011551,3/1/2023,Christine,Male,4850000,Hyundai,Black,15001,SUV
C_CND_011552,3/1/2023,Christy,Male,13500,Mercury,Pale White,26001,Sedan
C_CND_011553,3/1/2023,Cindy,Male,13500,Nissan,Red,29001,Sedan
C_CND_011554,3/1/2023,Claire,Male,13500,Volkswagen,Red,16001,Passenger
C_CND_011555,3/1/2023,Cynthia,Female,850000,Pontiac,Red,19001,Hatchback
C_CND_011556,3/1/2023,Julia,Male,1595000,Mercedes-B,Black,38501,Hardtop
C_CND_011557,3/1/2023,Lola,Male,1710000,Subaru,Pale White,19001,SUV
C_CND_011558,3/1/2023,Alex,Male,13500,Buick,Red,45001,Hatchback
C_CND_011559,3/1/2023,Charles,Male,13500,Audi,Black,27001,Hardtop
C_CND_011560,3/1/2023,Enzo,Male,1000000,Chrysler,Red,19001,Sedan
C_CND_011561,3/3/2023,Miles,Female,465000,Dodge,Pale White,20000,Hatchback
C_CND_011562,3/3/2023,Mohamed,Female,810000,Mitsubishi,Pale White,53000,Hatchback
C_CND_011563,3/3/2023,Mohammed,Male,772000,Mercedes-B,Red,21000,SUV
C_CND_011564,3/3/2023,Moussa,Male,1210000,BMW,Black,9000,Hatchback
C_CND_011565,3/3/2023,Myles,Male,1755000,Mercury,Pale White,16500,SUV
C_CND_011566,3/3/2023,Nana,Female,691500,BMW,Red,29500,SUV
C_CND_011567,3/3/2023,Nasir,Male,1073000,Mitsubishi,Pale White,36300,Passenger
C_CND_011568,3/3/2023,Nathan,Male,1080000,BMW,Pale White,62000,SUV
C_CND_011569,3/3/2023,Nathaniel,Male,945000,Oldsmobile,Red,15000,Sedan
C_CND_011570,3/3/2023,Nehemiah,Male,13500,Plymouth,Red,20000,Passenger
C_CND_011571,3/3/2023,Nicholas,Male,755000,Pontiac,Red,19000,Passenger
C_CND_011572,3/3/2023,Nicolas,Male,521500,Toyota,Pale White,14500,SUV
C_CND_011573,3/3/2023,Nigel,Male,13500,Chevrolet,Pale White,21000,Hatchback
C_CND_011574,3/3/2023,Noah,Male,320000,Dodge,Pale White,15000,Hatchback
C_CND_011575,3/3/2023,Omar,Male,1190000,Jaguar,Black,27000,Passenger
C_CND_011576,3/3/2023,George,Male,800000,Oldsmobile,Red,37000,SUV
C_CND_011577,3/3/2023,Gordon,Male,800000,Mercedes-B,Pale White,17000,Passenger
C_CND_011578,3/3/2023,Harrison,Female,13500,Buick,Black,29000,Hatchback
C_CND_011579,3/3/2023,Harry,Male,896000,Lexus,Pale White,46000,Sedan
C_CND_011580,3/3/2023,Hayden,Male,1010000,Toyota,Black,27000,Passenger
C_CND_011581,3/3/2023,Henry,Male,1660000,Jeep,Red,19000,Hatchback
C_CND_011582,3/3/2023,Hudson,Male,1960000,Porsche,Red,24000,SUV
C_CND_011583,3/3/2023,Hunter,Female,1250000,Mercedes-B,Pale White,46000,Passenger
C_CND_011584,3/3/2023,Ian,Male,1200000,Mercury,Red,39000,Sedan
C_CND_011585,3/3/2023,Ibrahim,Male,670000,Acura,Red,24000,Hatchback
C_CND_011586,3/3/2023,Isaac,Male,600000,Volvo,Black,36000,Hatchback
C_CND_011587,3/3/2023,Ishaan,Male,415000,Mercedes-B,Pale White,10000,SUV
C_CND_011588,3/3/2023,Silas,Male,960000,Pontiac,Black,43000,Hardtop
C_CND_011589,3/3/2023,Jack,Male,1100000,Oldsmobile,Pale White,45000,SUV
C_CND_011590,3/3/2023,Jackson,Male,13500,Dodge,Pale White,21000,Sedan
C_CND_011591,3/3/2023,Adina,Male,13500,Dodge,Black,26001,SUV
C_CND_011592,3/3/2023,Miley,Male,13500,Lexus,Pale White,27000,Hardtop
C_CND_011593,3/3/2023,Nina,Male,523000,Dodge,Red,19001,Hardtop
C_CND_011594,3/3/2023,Ahuva,Female,1230000,Chrysler,Black,26001,Hatchback
C_CND_011595,3/3/2023,Alessandra,Female,1080000,Volvo,Red,82001,Hatchback
C_CND_011596,3/3/2023,Alessia,Male,13500,Toyota,Red,19001,Passenger
C_CND_011597,3/3/2023,Alexa,Male,1020000,Chrysler,Black,26001,Hatchback
C_CND_011598,3/3/2023,Alexandra,Male,1456000,BMW,Red,29601,SUV
C_CND_011599,3/3/2023,Alexis,Male,13500,Cadillac,Red,69000,SUV
C_CND_011600,3/3/2023,Nyla,Male,1055000,Chevrolet,Pale White,57501,Hardtop
C_CND_011601,3/3/2023,Alicia,Male,13500,BMW,Black,16000,Sedan
C_CND_011602,3/3/2023,Alina,Male,1430000,Ford,Red,29000,Passenger
C_CND_011603,3/3/2023,Alisa,Male,13500,Saturn,Red,20000,SUV
C_CND_011604,3/3/2023,Aliza,Female,13500,Ford,Black,12000,SUV
C_CND_011605,3/3/2023,Allison,Male,2300000,BMW,Black,9000,Hatchback
C_CND_011606,3/3/2023,Daisy,Female,13500,Chevrolet,Black,44001,Hatchback
C_CND_011607,3/3/2023,Diya,Male,2770000,Oldsmobile,Red,71000,Passenger
C_CND_011608,3/3/2023,Eileen,Male,6500000,Ford,Red,25000,Hatchback
C_CND_011609,3/3/2023,Elaine,Female,2250000,Mitsubishi,Black,18000,Hatchback
C_CND_011610,3/3/2023,Elena,Female,843000,Volkswagen,Red,16000,Passenger
C_CND_011611,3/3/2023,Elina,Female,725000,Buick,Pale White,46000,Passenger
C_CND_011612,3/3/2023,Elizabeth,Male,13500,Mercedes-B,Black,14000,Hatchback
C_CND_011613,3/3/2023,Ella,Male,580000,Toyota,Black,16000,Passenger
C_CND_011614,3/3/2023,Emily,Male,13500,Ford,Black,22000,Hatchback
C_CND_011615,3/3/2023,Emma,Male,525000,Dodge,Red,41000,SUV
C_CND_011616,3/3/2023,Erica,Male,1905000,Jaguar,Red,21500,Passenger
C_CND_011617,3/3/2023,Erika,Male,478000,Mercedes-B,Black,26000,Passenger
C_CND_011618,3/3/2023,Erin,Female,1205000,Nissan,Black,9500,Passenger
C_CND_011619,3/3/2023,Eshal,Male,672000,Ford,Red,31001,Hatchback
C_CND_011620,3/3/2023,Laura,Male,13500,Dodge,Black,19001,Hardtop
C_CND_011621,3/3/2023,Empty,Male,1070000,Volkswagen,Red,33001,Passenger
C_CND_011622,3/3/2023,Remi,Female,600000,Dodge,Red,25001,Hatchback
C_CND_011623,3/3/2023,Horgane,Male,1400000,Mitsubishi,Pale White,12001,Sedan
C_CND_011624,3/3/2023,Rachel,Male,725000,Chevrolet,Pale White,14001,Hardtop
C_CND_011625,3/3/2023,Raizy,Female,870000,Chevrolet,Black,16000,Hardtop
C_CND_011626,3/3/2023,Ruby,Female,13500,Volvo,Pale White,24000,Hardtop
C_CND_011627,3/3/2023,Salma,Male,348000,Volkswagen,Red,35000,Hardtop
C_CND_011628,3/3/2023,Shevy,Male,990000,Nissan,Red,21000,Hardtop
C_CND_011629,3/3/2023,Ambre,Male,1050000,Jeep,Pale White,15001,SUV
C_CND_011630,3/3/2023,Sienna,Male,675000,Saturn,Black,33000,Hardtop
C_CND_011631,3/3/2023,Ophelie,Male,13500,Nissan,Red,21001,Hatchback
C_CND_011632,3/3/2023,Ahbre,Male,550000,BMW,Black,9001,Hatchback
C_CND_011633,3/3/2023,Summer,Male,1211000,Infiniti,Red,22101,Hardtop
C_CND_011634,3/3/2023,Hugo,Female,970000,Cadillac,Black,26001,Sedan
C_CND_011635,3/3/2023,Eline,Male,1755000,Audi,Black,14501,SUV
C_CND_011636,3/4/2023,Omari,Male,942000,Cadillac,Red,22000,SUV
C_CND_011637,3/4/2023,Ousmane,Male,471000,Lincoln,Pale White,33000,Sedan
C_CND_011638,3/4/2023,Patrick,Male,13500,Chrysler,Black,12000,Sedan
C_CND_011639,3/4/2023,Preston,Male,473000,Dodge,Black,19000,SUV
C_CND_011640,3/4/2023,Alina,Male,2200000,Cadillac,Pale White,17000,Hardtop
C_CND_011641,3/4/2023,Jaden,Male,13500,Subaru,Red,49000,SUV
C_CND_011642,3/4/2023,Aliyah,Male,13500,Porsche,Pale White,26000,Hardtop
C_CND_011643,3/4/2023,James,Male,13500,Volvo,Red,25000,Sedan
C_CND_011644,3/4/2023,Alyssa,Male,345000,Nissan,Pale White,20000,Hatchback
C_CND_011645,3/4/2023,Amanda,Male,2000000,Ford,Pale White,42000,Hatchback
C_CND_011646,3/4/2023,Amelia,Female,1550000,Pontiac,Pale White,28000,Sedan
C_CND_011647,3/4/2023,Amelie,Male,1625000,Lexus,Black,12500,Hatchback
C_CND_011648,3/4/2023,Paul,Male,13500,Dodge,Red,19001,Hardtop
C_CND_011649,3/4/2023,Fatima,Male,13500,Nissan,Black,16001,Passenger
C_CND_011650,3/4/2023,Fiona,Female,2600000,Ford,Red,29001,Passenger
C_CND_011651,3/4/2023,Gianna,Male,13500,Pontiac,Red,19001,Hatchback
C_CND_011652,3/4/2023,Victoria,Male,690000,BMW,Black,21001,SUV
C_CND_011653,3/4/2023,Suri,Male,2405000,Cadillac,Black,44501,Hardtop
C_CND_011654,3/4/2023,Zelie,Male,620000,Ford,Red,41001,Hatchback
C_CND_011655,3/4/2023,Jeanne,Male,575000,Cadillac,Red,22001,SUV
C_CND_011656,3/5/2023,Prince,Male,1200000,Infiniti,Black,49000,Hatchback
C_CND_011657,3/5/2023,Quincy,Male,13500,Chevrolet,Red,45000,SUV
C_CND_011658,3/5/2023,Jason,Male,650000,Oldsmobile,Pale White,45000,SUV
C_CND_011659,3/5/2023,Jasper,Male,580000,Volkswagen,Black,25000,SUV
C_CND_011660,3/5/2023,Amina,Male,13500,Pontiac,Black,36000,Hatchback
C_CND_011661,3/5/2023,Amira,Male,480000,Saturn,Pale White,14000,Sedan
C_CND_011662,3/5/2023,Anthony,Female,825000,Volkswagen,Red,45001,Hardtop
C_CND_011663,3/5/2023,Hailey,Male,590000,Mercedes-B,Red,15001,Hatchback
C_CND_011664,3/5/2023,Sury,Male,1395000,Volkswagen,Pale White,17501,Hardtop
C_CND_011665,3/5/2023,Heloise,Female,825000,Lexus,Black,69001,Sedan
C_CND_011666,3/6/2023,Ricardo,Male,13500,Pontiac,Pale White,12000,SUV
C_CND_011667,3/6/2023,Richard,Male,13500,Buick,Black,20000,Sedan
C_CND_011669,3/6/2023,Rodney,Female,300000,Acura,Black,18000,SUV
C_CND_011670,3/6/2023,Ryan,Male,265000,Chrysler,Pale White,21000,Hatchback
C_CND_011671,3/6/2023,Samuel,Male,955000,BMW,Red,19000,Hatchback
C_CND_011672,3/6/2023,Sean,Male,1350000,Dodge,Red,31000,Hatchback
C_CND_011673,3/6/2023,Jayden,Male,820000,Chevrolet,Red,17000,Hatchback
C_CND_011674,3/6/2023,Jeffrey,Male,600000,Mercedes-B,Red,21000,SUV
C_CND_011675,3/6/2023,Jeremy,Male,13500,Cadillac,Red,28000,Hatchback
C_CND_011676,3/6/2023,Mila,Male,720000,Nissan,Red,31000,Hardtop
C_CND_011677,3/6/2023,Jimmy,Male,541000,Mercury,Black,49000,SUV
C_CND_011678,3/6/2023,John,Male,557000,BMW,Pale White,14000,SUV
C_CND_011679,3/6/2023,Johnny,Male,13500,Volvo,Pale White,21000,Sedan
C_CND_011680,3/6/2023,Amy,Male,13500,Dodge,Red,23000,SUV
C_CND_011681,3/6/2023,Sadie,Male,950000,Infiniti,Red,15000,Hardtop
C_CND_011682,3/6/2023,Angelica,Male,585000,Mercedes-B,Red,14001,SUV
C_CND_011683,3/6/2023,Angelina,Male,1960000,Mercedes-B,Pale White,12001,Hatchback
C_CND_011684,3/6/2023,Anna,Male,1700000,Lincoln,Black,17001,Hatchback
C_CND_011685,3/6/2023,Scarlet,Male,13500,Toyota,Pale White,53000,Hardtop
C_CND_011686,3/6/2023,Annabelle,Male,680000,Honda,Pale White,19001,Sedan
C_CND_011687,3/6/2023,Hannah,Male,13500,Chevrolet,Red,45001,SUV
C_CND_011688,3/6/2023,Helen,Male,765000,Toyota,Red,41001,Passenger
C_CND_011689,3/6/2023,Irene,Male,1507000,Volkswagen,Red,13701,Hatchback
C_CND_011690,3/6/2023,Iris,Female,13500,Volkswagen,Pale White,17000,Sedan
C_CND_011691,3/6/2023,Isabel,Female,2650000,Chrysler,Pale White,46000,Sedan
C_CND_011692,3/6/2023,Isabella,Female,950000,Ford,Pale White,19000,Sedan
C_CND_011693,3/6/2023,Isabelle,Male,972500,Volkswagen,Red,33500,Passenger
C_CND_011694,3/6/2023,Lilly,Male,1015000,Oldsmobile,Black,60501,Sedan
C_CND_011695,3/6/2023,Noha,Male,13500,Ford,Black,11001,Passenger
C_CND_011696,3/6/2023,Lucas,Male,13500,Mercury,Red,39001,Sedan
C_CND_011697,3/6/2023,Emma,Male,610000,Ford,Pale White,42001,Hatchback
C_CND_011698,3/6/2023,Juliette,Female,1450000,Cadillac,Pale White,38001,Sedan
C_CND_011699,3/6/2023,Gabriel,Male,3010000,Cadillac,Black,85001,Passenger
C_CND_011700,3/6/2023,Claire,Male,13500,Dodge,Black,60001,Hatchback
C_CND_011701,3/7/2023,Sebastian,Female,13500,Lexus,Pale White,27000,Sedan
C_CND_011702,3/7/2023,Jonathan,Male,1601000,BMW,Black,9100,Hatchback
C_CND_011703,3/7/2023,Ariana,Male,13500,Volkswagen,Red,13001,Hatchback
C_CND_011704,3/7/2023,Ivy,Male,672000,Honda,Pale White,54000,Passenger
C_CND_011705,3/7/2023,Chloe,Female,825000,Jaguar,Black,16001,Passenger
C_CND_011706,3/8/2023,Sekou,Male,380000,Acura,Pale White,17000,SUV
C_CND_011707,3/8/2023,Seth,Female,1400000,Honda,Red,14000,Sedan
C_CND_011708,3/8/2023,Shawn,Male,300000,Toyota,Pale White,14000,SUV
C_CND_011709,3/8/2023,Sincere,Male,810000,Audi,Pale White,12000,Hatchback
C_CND_011710,3/8/2023,Stephen,Male,13500,Mitsubishi,Red,19000,Sedan
C_CND_011711,3/8/2023,Steven,Female,530000,Acura,Red,34000,SUV
C_CND_011712,3/8/2023,Terrell,Male,380000,Mitsubishi,Red,39001,Hatchback
C_CND_011713,3/8/2023,Terrence,Female,1195000,Audi,Black,27501,Hatchback
C_CND_011714,3/8/2023,Timothy,Male,793000,Subaru,Red,49001,SUV
C_CND_011715,3/8/2023,Travis,Male,400000,BMW,Black,31001,SUV
C_CND_011716,3/8/2023,Tristan,Male,400500,Plymouth,Pale White,27501,SUV
C_CND_011717,3/8/2023,Troy,Male,797500,Chevrolet,Red,12501,Passenger
C_CND_011718,3/8/2023,Tyler,Male,435000,Chevrolet,Black,26001,SUV
C_CND_011719,3/8/2023,Jordan,Male,559000,Plymouth,Red,20000,Passenger
C_CND_011720,3/8/2023,Joseph,Male,13500,Volvo,Black,39000,Passenger
C_CND_011721,3/8/2023,Joshua,Male,930000,Chrysler,Red,19000,Sedan
C_CND_011722,3/8/2023,Amelia,Male,4005000,Saturn,Black,33500,Hardtop
C_CND_011723,3/8/2023,Justin,Male,590000,Chrysler,Pale White,21000,Hatchback
C_CND_011724,3/8/2023,Kai,Male,920000,Mitsubishi,Black,49000,Hatchback
C_CND_011725,3/8/2023,Kayden,Male,1100000,Lexus,Pale White,54000,Sedan
C_CND_011726,3/8/2023,Kevin,Male,840000,Chevrolet,Red,21000,Hatchback
C_CND_011727,3/8/2023,Kimi,Male,860000,BMW,Black,69000,Sedan
C_CND_011728,3/8/2023,Cindy,Male,3470000,Plymouth,Pale White,16000,Hardtop
C_CND_011729,3/8/2023,Kyle,Male,535000,Ford,Pale White,22000,Hatchback
C_CND_011730,3/8/2023,Lawrence,Male,1080000,Chevrolet,Pale White,12000,Passenger
C_CND_011731,3/8/2023,Leo,Male,13500,Acura,Black,45000,Passenger
C_CND_011732,3/8/2023,Selena,Male,13500,Porsche,Black,16000,Hardtop
C_CND_011733,3/8/2023,Skyla,Male,560000,Volvo,Pale White,20000,Hardtop
C_CND_011734,3/8/2023,Ariela,Male,13500,Pontiac,Red,19001,Hatchback
C_CND_011735,3/8/2023,Ariella,Male,13500,Chevrolet,Pale White,25001,SUV
C_CND_011736,3/8/2023,Ashley,Male,1220000,Buick,Black,19001,Passenger
C_CND_011737,3/8/2023,Atara,Male,1375000,Ford,Black,22501,Hatchback
C_CND_011738,3/8/2023,Aubrey,Male,13500,Mercedes-B,Black,22001,SUV
C_CND_011739,3/8/2023,Audrey,Male,920000,Chevrolet,Pale White,20001,SUV
C_CND_011740,3/8/2023,Sofia,Female,13500,Infiniti,Red,22000,Hardtop
C_CND_011741,3/8/2023,Ava,Male,13500,Volkswagen,Black,21000,Hatchback
C_CND_011742,3/8/2023,Valeria,Male,730000,Plymouth,Red,39000,Hardtop
C_CND_011743,3/8/2023,Avigail,Male,13500,Ford,Black,18000,SUV
C_CND_011744,3/8/2023,Aviva,Male,13500,Oldsmobile,Black,26000,Hatchback
C_CND_011745,3/8/2023,Janice,Female,787000,Mercury,Black,33000,Hatchback
C_CND_011746,3/8/2023,Nathan,Male,2100000,Toyota,Pale White,24001,Hardtop
C_CND_011747,3/8/2023,Jasmine,Male,1312000,Nissan,Black,12200,SUV
C_CND_011748,3/8/2023,Jennifer,Male,890000,Dodge,Red,25000,Hatchback
C_CND_011749,3/8/2023,Jenny,Male,13500,Toyota,Black,34000,Hatchback
C_CND_011750,3/8/2023,Jessica,Male,2117000,Mercury,Pale White,14700,Passenger
C_CND_011751,3/8/2023,Jessie,Male,1331000,Chevrolet,Pale White,13100,Passenger
C_CND_011753,3/8/2023,Joanna,Male,2513000,Mercedes-B,Pale White,14300,Hatchback
C_CND_011754,3/8/2023,Jocelyn,Male,13500,Nissan,Red,31000,Passenger
C_CND_011755,3/8/2023,Joy,Male,13500,Ford,Red,29000,Passenger
C_CND_011756,3/8/2023,Joyce,Male,13500,Lexus,Red,25000,Sedan
C_CND_011757,3/8/2023,Julia,Male,13500,Mercedes-B,Red,29000,SUV
C_CND_011758,3/8/2023,Victoire,Female,1665000,Lexus,Black,69501,Sedan
C_CND_011759,3/8/2023,Simon,Male,13500,Dodge,Pale White,16001,Passenger
C_CND_011760,3/8/2023,Lili,Male,1650000,Toyota,Red,31001,Hatchback
C_CND_011761,3/8/2023,Louise,Male,860000,Cadillac,Black,34001,Sedan
C_CND_011762,3/8/2023,Maxime,Male,13500,Jeep,Red,14001,Sedan
C_CND_011763,3/8/2023,Baptiste,Female,655000,Ford,Red,22001,SUV
C_CND_011764,3/8/2023,Nathan,Female,310000,Audi,Red,13001,Passenger
C_CND_011765,3/8/2023,Clara,Male,13500,Cadillac,Red,37001,Passenger
C_CND_011766,3/8/2023,Valentina,Male,515000,Mercedes-B,Pale White,41001,Hardtop
C_CND_011767,3/8/2023,Anaelle,Male,712500,Dodge,Pale White,25501,SUV
C_CND_011768,3/8/2023,Vera,Male,330000,Dodge,Black,23000,Hardtop
C_CND_011769,3/8/2023,Romain,Female,985000,Acura,Pale White,17001,SUV
C_CND_011770,3/8/2023,Theo,Female,895000,Honda,Pale White,22001,SUV
C_CND_011771,3/9/2023,Victor,Female,989000,Volkswagen,Red,33001,Passenger
C_CND_011772,3/9/2023,William,Male,920000,Dodge,Black,19001,SUV
C_CND_011773,3/9/2023,Xavier,Female,450000,Volvo,Pale White,18001,SUV
C_CND_011774,3/9/2023,Zachary,Male,1172000,Pontiac,Red,43201,Sedan
C_CND_011775,3/9/2023,Zaire,Male,1300000,Mitsubishi,Black,16001,SUV
C_CND_011776,3/9/2023,Laila,Male,13500,Nissan,Pale White,16000,Hardtop
C_CND_011777,3/9/2023,Liam,Male,740000,Dodge,Black,11000,Sedan
C_CND_011778,3/9/2023,Amira,Female,1860000,Honda,Pale White,27000,Hardtop
C_CND_011779,3/9/2023,Louis,Male,1040000,Chevrolet,Pale White,14000,SUV
C_CND_011780,3/9/2023,Lucas,Male,795000,Ford,Black,43000,SUV
C_CND_011781,3/9/2023,Ayla,Male,382000,Mitsubishi,Red,19000,Hatchback
C_CND_011782,3/9/2023,Baila,Female,545000,Mercedes-B,Pale White,17000,Passenger
C_CND_011783,3/9/2023,Valerie,Male,425000,Dodge,Red,19000,Hardtop
C_CND_011784,3/9/2023,Batsheva,Male,1350000,Oldsmobile,Pale White,41000,Sedan
C_CND_011785,3/9/2023,Batya,Male,1280000,BMW,Pale White,14000,SUV
C_CND_011786,3/9/2023,Kaitlyn,Female,13500,Lexus,Black,12000,Hatchback
C_CND_011787,3/9/2023,Raphael,Female,13500,Chevrolet,Black,16001,Hardtop
C_CND_011788,3/9/2023,Kate,Male,2590000,Mitsubishi,Red,19000,Hatchback
C_CND_011789,3/9/2023,Katelyn,Male,2625000,Pontiac,Red,19500,Hatchback
C_CND_011790,3/9/2023,Katherine,Male,13500,Mitsubishi,Pale White,21000,Hatchback
C_CND_011791,3/9/2023,Lorette,Male,1100000,Toyota,Black,28001,Hatchback
C_CND_011792,3/9/2023,Yael,Male,1900000,Infiniti,Pale White,16001,Hardtop
C_CND_011793,3/9/2023,Zissy,Male,1310000,Volvo,Black,22000,Hardtop
C_CND_011794,3/9/2023,Jules,Male,520000,Chevrolet,Pale White,46001,SUV
C_CND_011795,3/9/2023,Aaron,Male,1640000,Porsche,Black,16000,Hardtop
C_CND_011796,3/10/2023,Zion,Male,1330000,Mercury,Red,39001,Sedan
C_CND_011797,3/10/2023,Zyaire,Male,1245000,Mitsubishi,Pale White,21500,Sedan
C_CND_011798,3/10/2023,Aaron,Female,13500,Lexus,Black,53000,Hatchback
C_CND_011799,3/10/2023,Abdiel,Female,515000,Acura,Pale White,17000,SUV
C_CND_011800,3/10/2023,Abel,Male,900000,Chevrolet,Pale White,14000,Hatchback
C_CND_011802,3/10/2023,Adam,Male,13500,Mercedes-B,Red,17001,Hatchback
C_CND_011803,3/10/2023,Rivka,Female,1155000,Chevrolet,Red,22500,Hardtop
C_CND_011804,3/10/2023,Marcus,Male,13500,Honda,Pale White,22000,SUV
C_CND_011805,3/10/2023,Christina,Male,590000,Chrysler,Pale White,46000,Hardtop
C_CND_011806,3/10/2023,Mason,Female,770000,Volkswagen,Pale White,27000,Hatchback
C_CND_011807,3/10/2023,Matthew,Male,1170000,Dodge,Black,26000,SUV
C_CND_011808,3/10/2023,Manha,Male,1390000,Volkswagen,Pale White,18000,Hardtop
C_CND_011809,3/10/2023,Riley,Male,1225000,Mitsubishi,Black,25501,Hardtop
C_CND_011810,3/10/2023,Yaretzi,Male,1320000,Mitsubishi,Red,39001,Hardtop
